UDI,Product ID,Type,date,TWF,HDF,PWF,OSF,RNF,avg_sea_level_pres_hpa_roll_mean,avg_sea_level_pres_hpa_roll_std,avg_sea_level_pres_hpa_roll_var
973,L48152,L,2020-02-10,0,0,0,0,0,1014.9,1.4312382794059308e-06,2.0484430124368494e-12
974,L48153,L,2020-02-10,0,0,0,0,0,1014.9,1.4312382794059308e-06,2.0484430124368494e-12
975,L48154,L,2020-02-10,0,0,0,0,0,1014.9,1.4312382794059308e-06,2.0484430124368494e-12
976,M15835,M,2020-02-10,0,0,0,0,0,1014.9,1.4312382794059308e-06,2.0484430124368494e-12
977,M15836,M,2020-02-10,0,0,0,0,0,1014.9,1.4312382794059308e-06,2.0484430124368494e-12
978,L48157,L,2020-02-10,0,0,0,0,0,1014.9,1.4312382794059308e-06,2.0484430124368494e-12
979,M15838,M,2020-02-10,0,0,0,0,0,1014.9,1.4312382794059308e-06,2.0484430124368494e-12
980,L48159,L,2020-02-10,0,0,0,0,0,1014.9,1.4312382794059308e-06,2.0484430124368494e-12
981,L48160,L,2020-02-10,0,0,0,0,0,1014.9,1.4312382794059308e-06,2.0484430124368494e-12
982,L48161,L,2020-02-10,0,0,0,0,0,1014.9,1.4312382794059308e-06,2.0484430124368494e-12
983,L48162,L,2020-02-10,0,0,0,0,0,1014.9,1.4312382794059308e-06,2.0484430124368494e-12
984,L48163,L,2020-02-10,0,0,0,0,0,1014.9,1.4312382794059308e-06,2.0484430124368494e-12
985,L48164,L,2020-02-11,0,0,0,0,0,1014.9399999999999,0.08944271911172999,0.00800000000209983
986,L48165,L,2020-02-11,0,0,0,0,0,1014.9799999999999,0.10954451151086199,0.012000000002153375
987,H30400,H,2020-02-11,0,0,0,0,0,1015.0200000000001,0.10954451151111626,0.012000000002209082
988,M15847,M,2020-02-11,0,0,0,0,0,1015.0600000000001,0.08944271911266422,0.008000000002266949
989,H30402,H,2020-02-11,0,0,0,0,0,1015.1,1.5254426957149799e-06,2.3269754179101845e-12
990,M15849,M,2020-02-11,0,0,0,0,0,1015.1,1.5254426957149799e-06,2.3269754179101845e-12
991,L48170,L,2020-02-11,0,0,0,0,0,1015.1,1.5254426957149799e-06,2.3269754179101845e-12
992,M15851,M,2020-02-11,0,0,0,0,0,1015.1,1.5254426957149799e-06,2.3269754179101845e-12
993,L48172,L,2020-02-11,0,0,0,0,0,1015.1,1.5254426957149799e-06,2.3269754179101845e-12
994,M15853,M,2020-02-11,0,0,0,0,0,1015.1,1.5254426957149799e-06,2.3269754179101845e-12
995,M15854,M,2020-02-11,0,0,0,0,0,1015.1,1.5254426957149799e-06,2.3269754179101845e-12
996,L48175,L,2020-02-11,0,0,0,0,0,1015.1,1.5254426957149799e-06,2.3269754179101845e-12
997,M15856,M,2020-02-11,0,0,0,0,0,1015.1,1.5254426957149799e-06,2.3269754179101845e-12
998,M15857,M,2020-02-11,0,0,0,0,0,1015.1,1.5254426957149799e-06,2.3269754179101845e-12
999,M15858,M,2020-02-11,0,0,0,0,0,1015.1,1.5254426957149799e-06,2.3269754179101845e-12
1000,L48179,L,2020-02-11,0,0,0,0,0,1015.1,1.5254426957149799e-06,2.3269754179101845e-12
1001,L48180,L,2020-02-11,0,0,0,0,0,1015.1,1.5254426957149799e-06,2.3269754179101845e-12
1002,L48181,L,2020-02-11,0,0,0,0,0,1015.1,1.5254426957149799e-06,2.3269754179101845e-12
1003,L48182,L,2020-02-11,0,0,0,0,0,1015.1,1.5254426957149799e-06,2.3269754179101845e-12
1004,L48183,L,2020-02-11,0,0,0,0,0,1015.1,1.5254426957149799e-06,2.3269754179101845e-12
1005,H30418,H,2020-02-11,0,0,0,0,0,1015.1,1.5254426957149799e-06,2.3269754179101845e-12
1006,L48185,L,2020-02-11,0,0,0,0,0,1015.1,1.5254426957149799e-06,2.3269754179101845e-12
1007,L48186,L,2020-02-11,0,0,0,0,0,1015.1,1.5254426957149799e-06,2.3269754179101845e-12
1008,M15867,M,2020-02-11,0,0,0,0,0,1015.1,1.5254426957149799e-06,2.3269754179101845e-12
1009,L48188,L,2020-02-12,0,0,0,0,0,1015.3,0.44721359550291545,0.20000000000264528
1010,M15869,M,2020-02-12,0,0,0,0,0,1015.5,0.5477225575078638,0.3000000000029551
1011,M15870,M,2020-02-12,0,0,0,0,0,1015.7,0.5477225575081518,0.30000000000327065
1012,M15871,M,2020-02-12,0,0,0,0,0,1015.9,0.4472135955039737,0.20000000000359183
1013,M15872,M,2020-02-12,0,0,0,0,0,1016.1,1.97597066996894e-06,3.904460088577502e-12
1014,M15873,M,2020-02-12,0,0,0,0,0,1016.1,1.97597066996894e-06,3.904460088577502e-12
1015,L48194,L,2020-02-12,0,0,0,0,0,1016.1,1.97597066996894e-06,3.904460088577502e-12
1016,L48195,L,2020-02-12,0,0,0,0,0,1016.1,1.97597066996894e-06,3.904460088577502e-12
1017,M15876,M,2020-02-12,0,0,1,0,0,1016.1,1.97597066996894e-06,3.904460088577502e-12
1018,L48197,L,2020-02-12,0,0,0,0,0,1016.1,1.97597066996894e-06,3.904460088577502e-12
1019,L48198,L,2020-02-12,0,0,0,0,0,1016.1,1.97597066996894e-06,3.904460088577502e-12
1020,L48199,L,2020-02-12,0,0,0,0,0,1016.1,1.97597066996894e-06,3.904460088577502e-12
1021,L48200,L,2020-02-12,0,0,0,0,0,1016.1,1.97597066996894e-06,3.904460088577502e-12
1022,M15881,M,2020-02-12,0,0,0,0,0,1016.1,1.97597066996894e-06,3.904460088577502e-12
1023,L48202,L,2020-02-12,0,0,0,0,0,1016.1,1.97597066996894e-06,3.904460088577502e-12
1024,L48203,L,2020-02-12,0,0,0,0,0,1016.1,1.97597066996894e-06,3.904460088577502e-12
1025,L48204,L,2020-02-12,0,0,0,0,0,1016.1,1.97597066996894e-06,3.904460088577502e-12
1026,L48205,L,2020-02-12,0,0,0,0,0,1016.1,1.97597066996894e-06,3.904460088577502e-12
1027,L48206,L,2020-02-12,0,0,0,0,0,1016.1,1.97597066996894e-06,3.904460088577502e-12
1028,M15887,M,2020-02-12,0,0,0,0,0,1016.1,1.97597066996894e-06,3.904460088577502e-12
1029,L48208,L,2020-02-12,0,0,0,0,0,1016.1,1.97597066996894e-06,3.904460088577502e-12
1030,M15889,M,2020-02-12,0,0,0,0,0,1016.1,1.97597066996894e-06,3.904460088577502e-12
1031,L48210,L,2020-02-12,0,0,0,0,0,1016.1,1.97597066996894e-06,3.904460088577502e-12
1032,L48211,L,2020-02-12,0,0,0,0,0,1016.1,1.97597066996894e-06,3.904460088577502e-12
1033,L48212,L,2020-02-13,0,0,0,0,0,1015.9200000000001,0.40249223595444644,0.16200000000360978
1034,H30447,H,2020-02-13,0,0,0,0,0,1015.7400000000001,0.4929503017579993,0.24300000000330257
1035,M15894,M,2020-02-13,0,0,0,0,0,1015.5600000000001,0.49295030175768795,0.2430000000029956
1036,L48215,L,2020-02-13,0,0,0,0,0,1015.3799999999999,0.40249223595333583,0.16200000000271575
1037,M15896,M,2020-02-13,0,0,0,0,0,1015.2,1.562864730335518e-06,2.4425461653267114e-12
1038,H30451,H,2020-02-13,0,0,0,0,0,1015.2,1.562864730335518e-06,2.4425461653267114e-12
1039,L48218,L,2020-02-13,0,0,0,0,0,1015.2,1.562864730335518e-06,2.4425461653267114e-12
1040,L48219,L,2020-02-13,0,0,0,0,0,1015.2,1.562864730335518e-06,2.4425461653267114e-12
1041,L48220,L,2020-02-13,0,0,0,0,0,1015.2,1.562864730335518e-06,2.4425461653267114e-12
1042,L48221,L,2020-02-13,0,0,0,0,0,1015.2,1.562864730335518e-06,2.4425461653267114e-12
1043,L48222,L,2020-02-13,0,0,0,0,0,1015.2,1.562864730335518e-06,2.4425461653267114e-12
1044,L48223,L,2020-02-13,0,0,0,0,0,1015.2,1.562864730335518e-06,2.4425461653267114e-12
1045,L48224,L,2020-02-13,0,0,0,0,0,1015.2,1.562864730335518e-06,2.4425461653267114e-12
1046,H30459,H,2020-02-13,0,0,0,0,0,1015.2,1.562864730335518e-06,2.4425461653267114e-12
1047,L48226,L,2020-02-13,0,0,0,0,0,1015.2,1.562864730335518e-06,2.4425461653267114e-12
1048,M15907,M,2020-02-13,0,0,0,0,0,1015.2,1.562864730335518e-06,2.4425461653267114e-12
1049,L48228,L,2020-02-13,0,0,0,0,0,1015.2,1.562864730335518e-06,2.4425461653267114e-12
1050,L48229,L,2020-02-13,0,0,0,0,0,1015.2,1.562864730335518e-06,2.4425461653267114e-12
1051,L48230,L,2020-02-13,0,0,0,0,0,1015.2,1.562864730335518e-06,2.4425461653267114e-12
1052,L48231,L,2020-02-13,0,0,0,0,0,1015.2,1.562864730335518e-06,2.4425461653267114e-12
1053,L48232,L,2020-02-13,0,0,0,0,0,1015.2,1.562864730335518e-06,2.4425461653267114e-12
1054,M15913,M,2020-02-13,0,0,0,0,0,1015.2,1.562864730335518e-06,2.4425461653267114e-12
1055,H30468,H,2020-02-13,0,0,0,0,0,1015.2,1.562864730335518e-06,2.4425461653267114e-12
1056,L48235,L,2020-02-13,0,0,0,0,0,1015.2,1.562864730335518e-06,2.4425461653267114e-12
1057,L48236,L,2020-02-14,0,0,0,0,0,1014.7800000000001,0.9391485505508091,0.8820000000016857
1058,L48237,L,2020-02-14,0,0,0,0,0,1014.36,1.150217370761221,1.3230000000008566
1059,L48238,L,2020-02-14,0,0,0,0,0,1013.9399999999999,1.1502173707608294,1.3229999999999553
1060,M15919,M,2020-02-14,0,0,0,0,0,1013.5200000000001,0.9391485505493696,0.8819999999989819
1061,H30474,H,2020-02-14,0,0,0,0,0,1013.1,0.0,0.0
1062,L48241,L,2020-02-14,0,0,0,0,0,1013.1,0.0,0.0
1063,L48242,L,2020-02-14,0,0,0,0,0,1013.1,0.0,0.0
1064,M15923,M,2020-02-14,0,0,0,0,0,1013.1,0.0,0.0
1065,M15924,M,2020-02-14,0,0,0,0,0,1013.1,0.0,0.0
1066,L48245,L,2020-02-14,0,0,0,0,0,1013.1,0.0,0.0
1067,M15926,M,2020-02-14,0,0,0,0,0,1013.1,0.0,0.0
1068,L48247,L,2020-02-14,0,0,0,0,0,1013.1,0.0,0.0
1069,L48248,L,2020-02-14,0,0,0,0,0,1013.1,0.0,0.0
1070,M15929,M,2020-02-14,0,0,0,0,0,1013.1,0.0,0.0
1071,M15930,M,2020-02-14,0,0,0,0,0,1013.1,0.0,0.0
1072,L48251,L,2020-02-14,0,0,0,0,0,1013.1,0.0,0.0
1073,M15932,M,2020-02-14,0,0,0,0,0,1013.1,0.0,0.0
1074,L48253,L,2020-02-14,0,0,0,0,0,1013.1,0.0,0.0
1075,L48254,L,2020-02-14,0,0,0,0,0,1013.1,0.0,0.0
1076,H30489,H,2020-02-14,0,0,0,0,0,1013.1,0.0,0.0
1077,L48256,L,2020-02-14,0,0,0,0,0,1013.1,0.0,0.0
1078,L48257,L,2020-02-14,0,0,0,0,0,1013.1,0.0,0.0
1079,H30492,H,2020-02-14,0,0,0,0,0,1013.1,0.0,0.0
1080,L48259,L,2020-02-14,0,0,0,0,0,1013.1,0.0,0.0
1081,L48260,L,2020-02-15,0,0,0,0,0,1013.0799999999999,0.044721359550012316,0.002000000000001478
1082,L48261,L,2020-02-15,0,0,0,0,0,1013.0600000000001,0.054772255750548525,0.003000000000003496
1083,H30496,H,2020-02-15,0,0,0,0,0,1013.04,0.054772255750571874,0.003000000000006054
1084,L48263,L,2020-02-15,0,0,0,0,0,1013.0200000000001,0.044721359550098115,0.002000000000009152
1085,M15944,M,2020-02-15,0,0,0,0,0,1013.0,1.1309339586545374e-07,1.279011618838023e-14
1086,L48265,L,2020-02-15,0,0,0,1,0,1013.0,1.1309339586545374e-07,1.279011618838023e-14
1087,L48266,L,2020-02-15,0,0,0,0,0,1013.0,1.1309339586545374e-07,1.279011618838023e-14
1088,H30501,H,2020-02-15,1,0,0,0,0,1013.0,1.1309339586545374e-07,1.279011618838023e-14
1089,M15948,M,2020-02-15,0,0,0,0,0,1013.0,1.1309339586545374e-07,1.279011618838023e-14
1090,M15949,M,2020-02-15,0,0,0,0,0,1013.0,1.1309339586545374e-07,1.279011618838023e-14
1091,L48270,L,2020-02-15,0,0,0,0,0,1013.0,1.1309339586545374e-07,1.279011618838023e-14
1092,L48271,L,2020-02-15,0,0,0,0,0,1013.0,1.1309339586545374e-07,1.279011618838023e-14
1093,M15952,M,2020-02-15,0,0,0,0,0,1013.0,1.1309339586545374e-07,1.279011618838023e-14
1094,M15953,M,2020-02-15,0,0,0,0,0,1013.0,1.1309339586545374e-07,1.279011618838023e-14
1095,L48274,L,2020-02-15,0,0,0,0,0,1013.0,1.1309339586545374e-07,1.279011618838023e-14
1096,L48275,L,2020-02-15,0,0,1,0,0,1013.0,1.1309339586545374e-07,1.279011618838023e-14
1097,L48276,L,2020-02-15,0,0,0,0,0,1013.0,1.1309339586545374e-07,1.279011618838023e-14
1098,H30511,H,2020-02-15,0,0,0,0,0,1013.0,1.1309339586545374e-07,1.279011618838023e-14
1099,M15958,M,2020-02-15,0,0,0,0,0,1013.0,1.1309339586545374e-07,1.279011618838023e-14
1100,M15959,M,2020-02-15,0,0,0,0,0,1013.0,1.1309339586545374e-07,1.279011618838023e-14
1101,H30514,H,2020-02-15,0,0,0,0,0,1013.0,1.1309339586545374e-07,1.279011618838023e-14
1102,H30515,H,2020-02-15,0,0,0,0,0,1013.0,1.1309339586545374e-07,1.279011618838023e-14
1103,L48282,L,2020-02-15,0,0,0,0,0,1013.0,1.1309339586545374e-07,1.279011618838023e-14
1104,M15963,M,2020-02-15,0,0,0,0,0,1013.0,1.1309339586545374e-07,1.279011618838023e-14
1105,L48284,L,2020-02-16,0,0,0,0,0,1013.32,0.7155417527999136,0.5119999999999727
1106,M15965,M,2020-02-16,0,0,0,0,0,1013.64,0.8763560920082206,0.7679999999999209
1107,L48286,L,2020-02-16,0,0,0,0,0,1013.96,0.8763560920081636,0.7679999999998208
1108,M15967,M,2020-02-16,0,0,0,0,0,1014.28,0.7155417527997373,0.5119999999997203
1109,L48288,L,2020-02-16,0,0,0,0,0,1014.6,0.0,0.0
1110,L48289,L,2020-02-16,0,0,0,0,0,1014.6,0.0,0.0
1111,L48290,L,2020-02-16,0,0,0,0,0,1014.6,0.0,0.0
1112,H30525,H,2020-02-16,0,0,0,0,0,1014.6,0.0,0.0
1113,M15972,M,2020-02-16,0,0,0,0,0,1014.6,0.0,0.0
1114,M15973,M,2020-02-16,0,0,0,0,0,1014.6,0.0,0.0
1115,H30528,H,2020-02-16,0,0,0,0,0,1014.6,0.0,0.0
1116,M15975,M,2020-02-16,0,0,0,0,0,1014.6,0.0,0.0
1117,L48296,L,2020-02-16,0,0,0,0,0,1014.6,0.0,0.0
1118,L48297,L,2020-02-16,0,0,0,0,0,1014.6,0.0,0.0
1119,L48298,L,2020-02-16,0,0,0,0,0,1014.6,0.0,0.0
1120,L48299,L,2020-02-16,0,0,0,0,0,1014.6,0.0,0.0
1121,H30534,H,2020-02-16,0,0,0,0,0,1014.6,0.0,0.0
1122,L48301,L,2020-02-16,0,0,0,0,0,1014.6,0.0,0.0
1123,L48302,L,2020-02-16,0,0,0,0,0,1014.6,0.0,0.0
1124,H30537,H,2020-02-16,0,0,1,0,0,1014.6,0.0,0.0
1125,M15984,M,2020-02-16,0,0,1,0,0,1014.6,0.0,0.0
1126,M15985,M,2020-02-16,0,0,0,0,0,1014.6,0.0,0.0
1127,L48306,L,2020-02-16,0,0,0,0,0,1014.6,0.0,0.0
1128,M15987,M,2020-02-16,0,0,0,0,0,1014.6,0.0,0.0
1129,M15988,M,2020-02-17,0,0,0,0,0,1014.74,0.31304951684994003,0.0979999999999809
1130,L48309,L,2020-02-17,0,0,0,0,0,1014.8799999999999,0.38340579025358407,0.14699999999997532
1131,L48310,L,2020-02-17,0,0,0,0,0,1015.0199999999999,0.3834057902535737,0.14699999999996735
1132,L48311,L,2020-02-17,0,0,0,0,0,1015.1599999999999,0.3130495168499273,0.09799999999997293
1133,L48312,L,2020-02-17,0,0,0,0,0,1015.3,0.0,0.0
1134,M15993,M,2020-02-17,0,0,0,0,0,1015.3,0.0,0.0
1135,M15994,M,2020-02-17,0,0,0,0,0,1015.3,0.0,0.0
1136,L48315,L,2020-02-17,0,0,0,0,0,1015.3,0.0,0.0
1137,L48316,L,2020-02-17,0,0,0,0,0,1015.3,0.0,0.0
1138,L48317,L,2020-02-17,0,0,0,0,0,1015.3,0.0,0.0
1139,L48318,L,2020-02-17,0,0,0,0,0,1015.3,0.0,0.0
1140,M15999,M,2020-02-17,0,0,0,0,0,1015.3,0.0,0.0
1141,M16000,M,2020-02-17,0,0,0,0,0,1015.3,0.0,0.0
1142,L48321,L,2020-02-17,0,0,0,0,0,1015.3,0.0,0.0
1143,L48322,L,2020-02-17,0,0,0,0,0,1015.3,0.0,0.0
1144,L48323,L,2020-02-17,0,0,0,0,0,1015.3,0.0,0.0
1145,L48324,L,2020-02-17,0,0,1,0,0,1015.3,0.0,0.0
1146,L48325,L,2020-02-17,0,0,0,0,0,1015.3,0.0,0.0
1147,L48326,L,2020-02-17,0,0,0,0,0,1015.3,0.0,0.0
1148,M16007,M,2020-02-17,0,0,0,0,0,1015.3,0.0,0.0
1149,L48328,L,2020-02-17,0,0,0,0,0,1015.3,0.0,0.0
1150,L48329,L,2020-02-17,0,0,0,0,0,1015.3,0.0,0.0
1151,L48330,L,2020-02-17,0,0,0,0,0,1015.3,0.0,0.0
1152,L48331,L,2020-02-17,0,0,0,0,0,1015.3,0.0,0.0
1153,L48332,L,2020-02-18,0,0,0,0,0,1015.2199999999999,0.17888543819996028,0.03199999999999181
1154,H30567,H,2020-02-18,0,0,0,0,0,1015.14,0.21908902300203972,0.04799999999998829
1155,L48334,L,2020-02-18,0,0,0,0,0,1015.0600000000001,0.21908902300206307,0.04799999999999852
1156,H30569,H,2020-02-18,0,0,0,0,0,1014.9799999999999,0.1788854382000461,0.03200000000002251
1157,H30570,H,2020-02-18,0,0,0,0,0,1014.9,2.4547373517658317e-07,6.02573546615433e-14
1158,L48337,L,2020-02-18,0,0,0,0,0,1014.9,2.4547373517658317e-07,6.02573546615433e-14
1159,L48338,L,2020-02-18,0,0,0,0,0,1014.9,2.4547373517658317e-07,6.02573546615433e-14
1160,L48339,L,2020-02-18,0,0,0,0,0,1014.9,2.4547373517658317e-07,6.02573546615433e-14
1161,H30574,H,2020-02-18,0,0,0,0,0,1014.9,2.4547373517658317e-07,6.02573546615433e-14
1162,L48341,L,2020-02-18,0,0,0,1,0,1014.9,2.4547373517658317e-07,6.02573546615433e-14
1163,L48342,L,2020-02-18,0,0,0,1,0,1014.9,2.4547373517658317e-07,6.02573546615433e-14
1164,L48343,L,2020-02-18,0,0,0,0,0,1014.9,2.4547373517658317e-07,6.02573546615433e-14
1165,L48344,L,2020-02-18,0,0,0,0,0,1014.9,2.4547373517658317e-07,6.02573546615433e-14
1166,L48345,L,2020-02-18,0,0,0,0,0,1014.9,2.4547373517658317e-07,6.02573546615433e-14
1167,M16026,M,2020-02-18,0,0,0,0,0,1014.9,2.4547373517658317e-07,6.02573546615433e-14
1168,L48347,L,2020-02-18,0,0,0,1,0,1014.9,2.4547373517658317e-07,6.02573546615433e-14
1169,L48348,L,2020-02-18,0,0,0,0,0,1014.9,2.4547373517658317e-07,6.02573546615433e-14
1170,L48349,L,2020-02-18,0,0,0,0,0,1014.9,2.4547373517658317e-07,6.02573546615433e-14
1171,M16030,M,2020-02-18,0,0,0,0,0,1014.9,2.4547373517658317e-07,6.02573546615433e-14
1172,H30585,H,2020-02-18,0,0,0,0,0,1014.9,2.4547373517658317e-07,6.02573546615433e-14
1173,L48352,L,2020-02-18,0,0,0,0,0,1014.9,2.4547373517658317e-07,6.02573546615433e-14
1174,H30587,H,2020-02-18,0,0,0,0,0,1014.9,2.4547373517658317e-07,6.02573546615433e-14
1175,M16034,M,2020-02-18,0,0,0,0,0,1014.9,2.4547373517658317e-07,6.02573546615433e-14
1176,M16035,M,2020-02-18,0,0,0,0,0,1014.9,2.4547373517658317e-07,6.02573546615433e-14
1177,M16036,M,2020-02-19,0,0,0,0,0,1014.86,0.0894427191004441,0.008000000000080948
1178,M16037,M,2020-02-19,0,0,0,0,0,1014.82,0.10954451150151867,0.012000000000106356
1179,L48358,L,2020-02-19,0,0,0,0,0,1014.7800000000001,0.10954451150165619,0.012000000000136483
1180,L48359,L,2020-02-19,0,0,0,0,0,1014.7400000000001,0.08944271910094934,0.008000000000171328
1181,H30594,H,2020-02-19,0,0,0,0,0,1014.7,4.5922986368268256e-07,2.108920676980152e-13
1182,L48361,L,2020-02-19,0,0,0,0,0,1014.7,4.5922986368268256e-07,2.108920676980152e-13
1183,L48362,L,2020-02-19,0,0,0,0,0,1014.7,4.5922986368268256e-07,2.108920676980152e-13
1184,L48363,L,2020-02-19,0,0,0,0,0,1014.7,4.5922986368268256e-07,2.108920676980152e-13
1185,L48364,L,2020-02-19,0,0,0,0,0,1014.7,4.5922986368268256e-07,2.108920676980152e-13
1186,L48365,L,2020-02-19,0,0,0,0,0,1014.7,4.5922986368268256e-07,2.108920676980152e-13
1187,L48366,L,2020-02-19,0,0,0,0,0,1014.7,4.5922986368268256e-07,2.108920676980152e-13
1188,M16047,M,2020-02-19,0,0,0,0,0,1014.7,4.5922986368268256e-07,2.108920676980152e-13
1189,L48368,L,2020-02-19,0,0,0,0,0,1014.7,4.5922986368268256e-07,2.108920676980152e-13
1190,M16049,M,2020-02-19,0,0,0,0,0,1014.7,4.5922986368268256e-07,2.108920676980152e-13
1191,L48370,L,2020-02-19,0,0,0,0,0,1014.7,4.5922986368268256e-07,2.108920676980152e-13
1192,M16051,M,2020-02-19,0,0,0,0,0,1014.7,4.5922986368268256e-07,2.108920676980152e-13
1193,M16052,M,2020-02-19,0,0,0,0,0,1014.7,4.5922986368268256e-07,2.108920676980152e-13
1194,L48373,L,2020-02-19,0,0,0,0,0,1014.7,4.5922986368268256e-07,2.108920676980152e-13
1195,M16054,M,2020-02-19,0,0,0,0,0,1014.7,4.5922986368268256e-07,2.108920676980152e-13
1196,M16055,M,2020-02-19,0,0,0,0,0,1014.7,4.5922986368268256e-07,2.108920676980152e-13
1197,M16056,M,2020-02-19,0,0,0,0,0,1014.7,4.5922986368268256e-07,2.108920676980152e-13
1198,M16057,M,2020-02-19,0,0,0,0,0,1014.7,4.5922986368268256e-07,2.108920676980152e-13
1199,H30612,H,2020-02-19,0,0,0,0,0,1014.7,4.5922986368268256e-07,2.108920676980152e-13
1200,M16059,M,2020-02-19,0,0,0,0,0,1014.7,4.5922986368268256e-07,2.108920676980152e-13
1201,M16060,M,2020-02-20,0,0,0,0,0,1014.6600000000001,0.08944271910140057,0.008000000000252047
1202,L48381,L,2020-02-20,0,0,0,0,0,1014.6200000000001,0.10954451150238136,0.012000000000295361
1203,M16062,M,2020-02-20,0,0,0,0,0,1014.5799999999999,0.10954451150258891,0.012000000000340835
1204,H30617,H,2020-02-20,0,0,0,0,0,1014.5400000000002,0.0894427191021632,0.00800000000038847
1205,L48384,L,2020-02-20,0,0,0,0,0,1014.5,6.620164221084741e-07,4.382657431413054e-13
1206,L48385,L,2020-02-20,0,0,0,0,0,1014.5,6.620164221084741e-07,4.382657431413054e-13
1207,H30620,H,2020-02-20,0,0,0,0,0,1014.5,6.620164221084741e-07,4.382657431413054e-13
1208,M16067,M,2020-02-20,0,0,0,0,0,1014.5,6.620164221084741e-07,4.382657431413054e-13
1209,L48388,L,2020-02-20,0,0,0,0,0,1014.5,6.620164221084741e-07,4.382657431413054e-13
1210,H30623,H,2020-02-20,0,0,0,0,0,1014.5,6.620164221084741e-07,4.382657431413054e-13
1211,L48390,L,2020-02-20,0,0,0,0,0,1014.5,6.620164221084741e-07,4.382657431413054e-13
1212,H30625,H,2020-02-20,0,0,0,0,0,1014.5,6.620164221084741e-07,4.382657431413054e-13
1213,L48392,L,2020-02-20,0,0,0,0,0,1014.5,6.620164221084741e-07,4.382657431413054e-13
1214,M16073,M,2020-02-20,0,0,0,0,0,1014.5,6.620164221084741e-07,4.382657431413054e-13
1215,M16074,M,2020-02-20,0,0,0,0,0,1014.5,6.620164221084741e-07,4.382657431413054e-13
1216,L48395,L,2020-02-20,0,0,0,0,0,1014.5,6.620164221084741e-07,4.382657431413054e-13
1217,L48396,L,2020-02-20,0,0,0,0,0,1014.5,6.620164221084741e-07,4.382657431413054e-13
1218,L48397,L,2020-02-20,0,0,0,0,0,1014.5,6.620164221084741e-07,4.382657431413054e-13
1219,M16078,M,2020-02-20,0,0,0,0,0,1014.5,6.620164221084741e-07,4.382657431413054e-13
1220,M16079,M,2020-02-20,0,0,0,0,0,1014.5,6.620164221084741e-07,4.382657431413054e-13
1221,L48400,L,2020-02-20,0,0,0,0,0,1014.5,6.620164221084741e-07,4.382657431413054e-13
1222,M16081,M,2020-02-20,0,0,0,0,1,1014.5,6.620164221084741e-07,4.382657431413054e-13
1223,L48402,L,2020-02-20,0,0,0,0,0,1014.5,6.620164221084741e-07,4.382657431413054e-13
1224,L48403,L,2020-02-20,0,0,0,0,0,1014.5,6.620164221084741e-07,4.382657431413054e-13
1225,L48404,L,2020-02-21,0,0,0,0,0,1014.78,0.6260990336999759,0.39200000000004354
1226,H30639,H,2020-02-21,0,0,0,0,0,1015.0600000000001,0.7668115805070065,0.5879999999996532
1227,L48406,L,2020-02-21,0,0,0,0,0,1015.3399999999999,0.7668115805067756,0.5879999999992991
1228,L48407,L,2020-02-21,0,0,0,0,0,1015.6200000000001,0.626099033699102,0.3919999999989493
1229,M16088,M,2020-02-21,0,0,0,0,0,1015.9,0.0,0.0
1230,L48409,L,2020-02-21,0,0,0,0,0,1015.9,0.0,0.0
1231,M16090,M,2020-02-21,0,0,0,0,0,1015.9,0.0,0.0
1232,M16091,M,2020-02-21,0,0,0,0,0,1015.9,0.0,0.0
1233,L48412,L,2020-02-21,0,0,0,0,0,1015.9,0.0,0.0
1234,M16093,M,2020-02-21,0,0,0,0,0,1015.9,0.0,0.0
1235,H30648,H,2020-02-21,0,0,0,0,0,1015.9,0.0,0.0
1236,H30649,H,2020-02-21,0,0,0,0,0,1015.9,0.0,0.0
1237,H30650,H,2020-02-21,0,0,0,0,0,1015.9,0.0,0.0
1238,M16097,M,2020-02-21,0,0,0,0,0,1015.9,0.0,0.0
1239,M16098,M,2020-02-21,0,0,0,0,0,1015.9,0.0,0.0
1240,H30653,H,2020-02-21,0,0,0,0,0,1015.9,0.0,0.0
1241,L48420,L,2020-02-21,0,0,0,0,0,1015.9,0.0,0.0
1242,M16101,M,2020-02-21,0,0,0,0,0,1015.9,0.0,0.0
1243,L48422,L,2020-02-21,0,0,0,0,0,1015.9,0.0,0.0
1244,M16103,M,2020-02-21,0,0,0,0,0,1015.9,0.0,0.0
1245,L48424,L,2020-02-21,0,0,0,0,0,1015.9,0.0,0.0
1246,M16105,M,2020-02-21,0,0,0,0,0,1015.9,0.0,0.0
1247,H30660,H,2020-02-21,0,0,0,0,0,1015.9,0.0,0.0
1248,L48427,L,2020-02-21,0,0,0,0,0,1015.9,0.0,0.0
1249,L48428,L,2020-02-22,0,0,0,0,0,1016.0200000000001,0.26832815729998494,0.07200000000000546
1250,L48429,L,2020-02-22,0,0,0,0,0,1016.14,0.32863353450311733,0.1080000000000116
1251,L48430,L,2020-02-22,0,0,0,0,0,1016.26,0.32863353450310695,0.10800000000000479
1252,M16111,M,2020-02-22,0,0,0,0,0,1016.3799999999999,0.2683281572999722,0.07199999999999865
1253,L48432,L,2020-02-22,0,0,0,0,0,1016.5,0.0,0.0
1254,L48433,L,2020-02-22,0,0,0,0,0,1016.5,0.0,0.0
1255,H30668,H,2020-02-22,0,0,0,0,0,1016.5,0.0,0.0
